developer,game_count,avg_positive_ratio,total_owners,best_game,total_owners_M
Owned by Gravity,2,82.0,300000.0,6576,0.3
Oxide Games,1,90.3,350000.0,5637,0.35
Oxymoron Games,1,88.5,350000.0,2802,0.35
P3 Games,1,94.2,350000.0,3548,0.35
PATHFINDER8,1,73.4,150000.0,8431,0.15
PD Design Studio,1,40.1,75000.0,9551,0.08
PERFECT PARALLEL,1,65.8,350000.0,5121,0.35
PGN Inc,1,92.0,150000.0,6353,0.15
PINIX,1,91.5,350000.0,3556,0.35
PIXOWL INC.,1,42.3,350000.0,4319,0.35
PLANET JEM,1,95.2,750000.0,2044,0.75
POLLARD STUDIO LLC,1,92.2,150000.0,8716,0.15
"PT.farm Inc., Imperium42®, LLC",1,76.2,350000.0,2792,0.35
PUBG Corporation,1,59.4,150000000.0,2,150.0
PUMPKIM,1,79.8,350000.0,3381,0.35
PUNKCAKE Delicieux,1,91.6,350000.0,3081,0.35
Pablo Leban,1,85.4,750000.0,2522,0.75
Paintbucket Games,1,66.2,350000.0,4493,0.35
Pajama Llama Games,1,77.0,350000.0,4855,0.35
"Paladin Studios, Stormbound Games",1,69.9,350000.0,5236,0.35
Paleno Games,1,88.0,150000.0,7572,0.15
Palindrome Interactive,1,61.5,350000.0,2837,0.35
Paliverse,1,68.2,750000.0,1458,0.75
Panache Digital Games,1,78.6,350000.0,3048,0.35
"Pancake Games, Bit Golem",1,89.7,750000.0,1527,0.75
Panda Indie Studio,1,65.2,350000.0,4198,0.35
"Panda Indie Studio, WrathSchneider",1,77.0,150000.0,6600,0.15
Panda Studio,1,64.5,150000.0,6908,0.15
PandaUpStudio,1,93.7,150000.0,6716,0.15
Pandemic Studios,5,88.6,5650000.0,240,5.65
Panic Art Studios Ltd,1,68.5,1500000.0,712,1.5
Panic Ensues Software,1,90.3,150000.0,7967,0.15
PanicBarn,1,83.5,150000.0,9133,0.15
Panoramik Inc,1,75.0,350000.0,3177,0.35
"Pantumaca Barcelona, @CarlosGameDev, Dani Navarro, Luka Nieto",1,65.7,150000.0,8227,0.15
Panzar Studio,1,66.0,1500000.0,880,1.5
Panzer Gaming Studios,1,20.8,150000.0,9223,0.15
Paper Dog,1,76.2,75000.0,9781,0.08
Parabole,1,82.9,150000.0,5771,0.15
Paradox Development Studio,14,78.0,24350000.0,103,24.35
"Paradox Development Studio, Paradox Tinto",1,86.6,7500000.0,145,7.5
Parallax Arts Studio,1,58.9,150000.0,8613,0.15
Parallel Portal,1,84.2,150000.0,5898,0.15
Parallel Space Inc,2,59.5,500000.0,2748,0.5
Paranoid Interactive,1,70.1,350000.0,4311,0.35
Parta Games Oy,1,78.5,350000.0,5462,0.35
Passtech Games,4,78.4,1800000.0,2472,1.8
Pastagames,2,84.6,300000.0,6247,0.3
Pathea Games,7,85.9,3525000.0,1344,3.52
Patrick Traynor,1,99.2,150000.0,6955,0.15
Paul Fisch,1,86.1,1500000.0,812,1.5
"Paul Hart, Lee Williams, Akupara Games",1,95.1,150000.0,5729,0.15
Paul Marrable,1,49.0,350000.0,4007,0.35
Pavel Kostin,1,78.7,150000.0,7465,0.15
Pavel Kudinov,1,79.7,150000.0,7460,0.15
Pavo Studio,1,92.3,350000.0,4874,0.35
Pavonis Interactive,1,80.1,350000.0,3458,0.35
Pawel Zajac (Artbarian Games),1,80.7,150000.0,6169,0.15
Paweł Mogiła,1,65.0,150000.0,6167,0.15
Payload Studios,2,77.0,900000.0,1745,0.9
PeDePe GbR,1,91.5,150000.0,9132,0.15
Peach Pie Productions,1,85.1,150000.0,6219,0.15
Peachy Keen Games,1,87.3,150000.0,7055,0.15
Peak Angle Team,1,60.7,150000.0,9108,0.15
Peaksel,1,73.8,150000.0,6648,0.15
Peanut Button,1,92.6,150000.0,7412,0.15
Pearl Abyss,2,65.0,8250000.0,130,8.25
Pelican Party Studios,1,92.8,350000.0,5398,0.35
Pencil Test Studios,1,58.4,150000.0,5800,0.15
Pendulo Studios,7,79.4,1250000.0,5022,1.25
"Pendulo Studios, YS Interactive",1,84.4,350000.0,2728,0.35
"Pentadimensional Games, SL",1,71.4,350000.0,4201,0.35
Peoleo Entertainment,1,52.3,150000.0,9286,0.15
People Can Fly,3,81.7,4400000.0,626,4.4
Pera Games,1,46.9,150000.0,7622,0.15
Perfect Day Studio,2,91.2,500000.0,4753,0.5
Perfect Random,1,86.2,150000.0,7645,0.15
Perfectly Generic Team,1,85.5,150000.0,7944,0.15
Perfectly Paranormal,1,82.9,750000.0,2082,0.75
Perfuse Entertainment,1,90.5,1500000.0,1284,1.5
Permadeath,1,78.6,350000.0,4227,0.35
PersonaeGame Studio,1,68.8,350000.0,3234,0.35
Perun Creative,1,84.2,350000.0,3414,0.35
Peter Brinson and Kurosh ValaNejad,1,93.6,150000.0,8526,0.15
Peter Moorhead,1,36.5,75000.0,9956,0.08
Petit Depotto,2,91.5,300000.0,6378,0.3
Petr Šimůnek,2,71.5,300000.0,7759,0.3
Petriheart,1,67.3,150000.0,6476,0.15
Petroglyph,5,74.7,2225000.0,800,2.22
"Petroglyph, Lemon Sky Studios",1,90.7,1500000.0,698,1.5
"Petroglyph, Six Foot",1,67.8,350000.0,3907,0.35
"Pewter Games Studios, LoPoly Games",1,68.7,75000.0,9946,0.08
Phantom Compass,1,88.7,150000.0,6761,0.15
Phaser Lock Interactive,1,92.6,150000.0,7832,0.15
Phenomenon Games,1,84.5,150000.0,7689,0.15
Phenomic,1,87.9,350000.0,3567,0.35
"Phenomic, THQ Nordic",1,75.4,350000.0,5642,0.35
Phew Phew Games,1,95.8,350000.0,2979,0.35
Phobia Game Studio,1,94.5,1500000.0,1240,1.5
Phoenix Game Studio,1,87.0,150000.0,7873,0.15
Phoenix Labs,2,51.4,300000.0,6387,0.3
Phoenix Online Studios,1,82.3,350000.0,4833,0.35
"Phoenix Online Studios, Pinkerton Road Studio",1,90.9,150000.0,7746,0.15
Phosphor Games Studio,1,85.8,150000.0,8972,0.15
PiBoSo,1,94.3,1500000.0,1092,1.5
PiGravity,2,39.3,1500000.0,2277,1.5
Picaresque Games,1,79.6,150000.0,7884,0.15
Piccolo Studio,1,91.5,350000.0,4776,0.35
Pichon Games,1,95.5,150000.0,8350,0.15
Picogram,1,89.7,150000.0,8382,0.15
Picroma,1,37.0,750000.0,1916,0.75
Pie On A Plate Productions,1,80.5,350000.0,5116,0.35
Piece of Cake studios,1,84.6,150000.0,6432,0.15
Pieces Interactive,2,80.8,3650000.0,639,3.65
PiedPipers Team,1,85.8,750000.0,2583,0.75
Pierre Vandermaesen,1,93.3,150000.0,6018,0.15
"PigDogGames,LLC",1,53.5,150000.0,8698,0.15
PigLion Games,1,70.7,350000.0,4087,0.35
PikPok,2,89.4,300000.0,6083,0.3
Pilgrim Adventures,1,88.0,150000.0,6665,0.15
"Pilgrim Adventures, GrabTheGames Studios",5,88.3,2350000.0,2129,2.35
Pillow Castle,1,94.6,1500000.0,738,1.5
Pine Studio,3,95.0,2000000.0,1027,2.0
Pingfang Games,1,94.3,350000.0,4896,0.35
"Pinokl Games, Kverta",1,90.1,750000.0,2189,0.75
"Pinokl Games, Kverta, Hologryph",1,78.7,350000.0,3004,0.35
Pinterac,1,44.2,150000.0,7281,0.15
"Piotr Wolk, Star Drifters",1,73.0,350000.0,5044,0.35
Pipeworks Studios,2,72.6,900000.0,2142,0.9
Pipliz,1,91.9,350000.0,3280,0.35
Piranha Bytes,7,81.4,6350000.0,676,6.35
"Piranha Bytes, THQ Nordic",1,88.8,750000.0,1667,0.75
Piranha Games Inc.,3,79.9,4400000.0,601,4.4
Pirate Software,1,84.9,150000.0,6864,0.15
Pirate-Rob,1,89.3,150000.0,8268,0.15
Pirozhok Studio,1,72.5,75000.0,9640,0.08
"Pirozhok Studio, Vitaliy Ruzankin",1,63.1,150000.0,8137,0.15
Pivotal Games,2,60.9,500000.0,4226,0.5
PixFroze,1,38.1,75000.0,9461,0.08
Pixel Crow,1,82.6,350000.0,3753,0.35
Pixel Error,1,92.8,150000.0,8701,0.15
Pixel Federation,2,68.9,700000.0,3353,0.7
Pixel Ferrets,1,89.3,350000.0,2916,0.35
Pixel Forest Games,1,84.5,150000.0,7426,0.15
Pixel Gangsta Studio,1,69.9,150000.0,6086,0.15
Pixel House Games,1,71.3,150000.0,8029,0.15
Pixel Pointer Studios,1,93.7,750000.0,2647,0.75
Pixel Prototype,1,77.5,150000.0,8933,0.15
Pixel Puzzles,7,77.7,2850000.0,2061,2.85
Pixel Sprout Studios,1,82.5,750000.0,1532,0.75
Pixel Theory Games,1,44.1,350000.0,4507,0.35
Pixel Titans,1,72.5,350000.0,5717,0.35
Pixel Trickery,1,84.3,150000.0,6397,0.15
Pixel by Pixel Studios Inc.,1,86.4,350000.0,3498,0.35
PixelCount Studios,1,82.2,150000.0,7016,0.15
PixelFade,2,94.8,300000.0,7275,0.3
PixelGreeds,1,80.2,350000.0,4446,0.35
PixelMouse,3,77.3,4400000.0,362,4.4
"PixelShard, KillHouse Games",1,94.9,1500000.0,1319,1.5
PixelTail Games,1,89.8,750000.0,2255,0.75
Pixelatto,2,94.7,900000.0,2587,0.9
Pixeljam,2,84.4,300000.0,8478,0.3
Pixellore Inc,1,76.3,75000.0,9901,0.08
Pixelnest Studio,1,88.0,350000.0,5607,0.35
Pixelsplit,1,85.9,350000.0,5219,0.35
Pixelsplit Simulations,1,88.7,150000.0,8624,0.15
Pixeye Games,1,65.2,750000.0,2598,0.75
Pixile,1,93.6,1500000.0,932,1.5
Pixpil,1,84.2,750000.0,2500,0.75
Pixwerk,1,64.2,150000.0,6931,0.15
Placeholder Gameworks,1,86.9,750000.0,2625,0.75
Planet Alpha ApS,1,70.3,150000.0,8386,0.15
Planet Renox,1,94.8,150000.0,7887,0.15
Planetary Annihilation Inc,1,84.8,750000.0,1498,0.75
Plankwalk Studio,1,70.2,150000.0,8018,0.15
Plastic Reality Technologies,1,71.0,150000.0,9163,0.15
Plasticity Games,1,80.1,75000.0,9930,0.08
PlatinumGames,2,94.3,5000000.0,407,5.0
"PlatinumGames, Little Stone Software",1,89.4,750000.0,2461,0.75
Platonic Partnership,1,90.3,350000.0,3560,0.35
"Plausible Concept, Oskar Stålberg",1,93.2,750000.0,2674,0.75
Play Cute,1,87.0,150000.0,5727,0.15
Play2Chill S.A.,1,67.9,75000.0,9902,0.08
Play:D,1,88.1,150000.0,7721,0.15
PlayFlock,1,67.4,750000.0,2488,0.75
PlayFusion,1,63.4,150000.0,5946,0.15
PlayMagic,1,36.8,350000.0,4300,0.35
PlaySide,3,88.4,650000.0,3815,0.65
PlayTogether Studio,1,77.5,150000.0,8266,0.15
PlayWay S.A.,1,21.8,150000.0,8847,0.15
PlayWithFurcifer,1,90.7,750000.0,1560,0.75
Playa Games GmbH,1,92.5,1500000.0,771,1.5
Playata GmbH,2,74.6,900000.0,2101,0.9
Playboom,1,49.4,150000.0,7267,0.15
Playcoo,1,50.4,150000.0,6233,0.15
Playdead,2,94.8,7000000.0,267,7.0
"Playdek, Inc.",2,88.1,700000.0,3463,0.7
Player First Games,1,76.4,7500000.0,142,7.5
Playful Corp.,1,77.6,1500000.0,753,1.5
Playground Games,2,89.6,15000000.0,156,15.0
Playrise Digital Ltd.,1,76.9,350000.0,4895,0.35
Playsaurus,4,76.9,8950000.0,146,8.95
Playsport Games,1,91.7,750000.0,2318,0.75
Playstige Interactive,1,61.4,150000.0,8188,0.15
Playtika Ltd.,2,57.4,3650000.0,431,3.65
Playtonic Games,2,78.5,1100000.0,1887,1.1
Playwing LTD,1,74.6,3500000.0,334,3.5
Playwood Project,1,75.8,150000.0,7566,0.15
PlazSoft,1,59.0,75000.0,9549,0.08
Plethora Project,1,74.3,150000.0,7405,0.15
Plukit,1,79.0,350000.0,4238,0.35
Pocketpair,3,83.1,76850000.0,3,76.85
Pocketwatch Games,2,85.2,3850000.0,638,3.85
Poison The Inkwell,1,85.9,150000.0,8827,0.15
PokerStars Mobile Limited,1,51.0,150000.0,6632,0.15
Poking Water Games,1,75.7,75000.0,9973,0.08
Polished Games,1,88.4,150000.0,6970,0.15
Political Games LLC,1,75.6,350000.0,5446,0.35
Poly Games,1,82.6,350000.0,3864,0.35
PolyAmorous,1,64.2,150000.0,6310,0.15
PolyDigital,1,71.7,75000.0,9629,0.08
Polyarc,1,95.1,750000.0,2453,0.75
Polychroma Games,1,97.5,150000.0,5945,0.15
Polygon Treehouse,1,89.8,350000.0,4477,0.35
Polymorph Games,1,85.4,750000.0,1495,0.75
Polyslash,2,70.6,700000.0,5306,0.7
Polytron Corporation,1,92.7,1500000.0,864,1.5
Pontypants,2,82.2,500000.0,4908,0.5
Poolians.com,2,82.0,2250000.0,1171,2.25
PopCap,2,80.7,3000000.0,1347,3.0
"PopCap Games, Inc.",14,95.1,8300000.0,268,8.3
PopTop,2,83.4,700000.0,3835,0.7
"PopTop Software, BreakAway Games, Frog City Software",2,87.8,700000.0,4516,0.7
Popcannibal,1,98.2,350000.0,5143,0.35
"Poppermost Productions, WastedStudios, Crytek",1,63.6,1500000.0,1394,1.5
Porcelain Fortress,1,92.1,350000.0,4100,0.35
Portable Moose,1,97.2,1500000.0,1168,1.5
Portal Fantasy,1,75.9,150000.0,8674,0.15
Positech Games,4,77.9,1400000.0,2744,1.4
Pounce Light,1,97.6,750000.0,1679,0.75
Power Struggle Games,1,81.7,150000.0,6672,0.15
Power of 2,2,81.3,900000.0,2374,0.9
Powerhoof,2,89.0,500000.0,2785,0.5
Pragmatix Ltd,2,72.5,1100000.0,1656,1.1
Praxis Games,1,83.9,150000.0,7860,0.15
PreoNus Games,1,84.9,150000.0,7703,0.15
President Studio,2,88.1,900000.0,1654,0.9
Press Play,2,92.8,300000.0,7350,0.3
"Presto Studios, Cyan Worlds Inc.",1,93.4,150000.0,7400,0.15
Prideful Sloth,3,85.7,650000.0,5140,0.65
Primal,1,67.8,3500000.0,495,3.5
Primal Game Studio,1,67.6,150000.0,5840,0.15
Primary Games,1,80.6,150000.0,9259,0.15
Prisma Games L.L.C.,1,72.7,150000.0,7665,0.15
ProGames Studio,1,85.3,350000.0,3747,0.35
ProjectMoon,2,93.9,3000000.0,935,3.0
ProjectorGames,2,67.2,700000.0,4459,0.7
Proletariat Inc.,1,71.0,750000.0,1968,0.75
"Proletariat, Inc.",1,86.5,3500000.0,522,3.5
Prophecy Games,2,73.4,425000.0,4832,0.42
Protocol Games,1,82.2,350000.0,3764,0.35
Proton Studio,1,89.0,350000.0,3909,0.35
Proton Studio Inc,2,85.6,900000.0,1826,0.9
Proximity Games,3,56.1,450000.0,6173,0.45
Proxy Studios,2,72.0,1650000.0,1355,1.65
Psychic Software,1,51.3,150000.0,6878,0.15
Psychotic Psoftware,2,59.3,300000.0,7770,0.3
Psyonix LLC,1,87.4,15000000.0,54,15.0
Psyop,2,91.3,700000.0,3149,0.7
PuffballsUnited,1,98.7,1500000.0,807,1.5
Pugscape,1,87.9,350000.0,3217,0.35
Pugstorm,1,92.8,1500000.0,819,1.5
Pulsatrix Studios,1,85.1,150000.0,8592,0.15
"Pumpkin Studios, Underdone Gaming, Warzone 2100 Project",1,90.3,350000.0,5358,0.35
Pun Intended,1,97.9,350000.0,2989,0.35
Punch Punk Games,1,71.7,150000.0,5968,0.15
Puny Human,2,75.6,900000.0,2624,0.9
Puppet Combo,3,94.0,450000.0,7037,0.45
Puppet Master Games,1,58.8,150000.0,8341,0.15
Puppygames,3,84.2,650000.0,3819,0.65
Pupuya Games,1,82.4,750000.0,2272,0.75
Purple Lamp,2,93.2,1850000.0,1041,1.85
"Purple Lamp, GolemLabs",1,61.3,750000.0,2313,0.75
Purple Moss Collectors,1,81.0,150000.0,6922,0.15
Puzzling Dream,1,83.2,150000.0,6244,0.15
Pyramid,1,82.5,150000.0,6599,0.15
Pyro Studios,5,81.0,2750000.0,2120,2.75
PyrofrogStudos,1,83.3,150000.0,7835,0.15
Pyromancers.com,1,84.1,150000.0,6514,0.15
Pyxeralia LLC,1,82.4,150000.0,7321,0.15
Q-Games Ltd.,2,77.8,700000.0,5056,0.7
QCF Design,2,80.6,500000.0,4509,0.5
"QLOC, BANDAI NAMCO Studios Inc.",1,81.3,350000.0,4903,0.35
"QLOC, Dimps Corporation",1,90.4,1500000.0,803,1.5
"QLOC, FromSoftware, Inc.",1,92.2,3500000.0,441,3.5
Qing Feng Beijing Technology,1,79.7,1500000.0,1016,1.5
Qooc Software,1,78.0,150000.0,7133,0.15
"QuadCom Interactive, GDT",1,47.3,350000.0,4264,0.35
Quadfix Games,1,72.7,350000.0,5405,0.35
Quadro Delta,1,70.9,150000.0,7825,0.15
Quaint Emerald,1,76.9,350000.0,5618,0.35
Quantic Dream,4,83.7,5900000.0,274,5.9
"Quantic Dream, Aspyr Media (remastered version)",1,80.4,350000.0,3294,0.35
Quantized Bit,1,69.5,150000.0,5903,0.15
"Quantum Phoenix Studio, Michail Romanov, Denis Esie, Bogdan Rozymny, Artem Lynev, Artur Samoylenko",1,63.1,150000.0,9358,0.15
Quasar,1,74.7,150000.0,5760,0.15
Question,3,73.7,450000.0,6796,0.45
Questline,2,89.0,700000.0,3404,0.7
Quiet River,16,93.9,4200000.0,3242,4.2
"Quinton Reeves, Lee Salzman, Sławomir Błauciak",1,86.3,150000.0,7150,0.15
Qwiboo Ltd,1,88.3,150000.0,8549,0.15
R-Age LLC,1,84.4,350000.0,3762,0.35
RANELA GAMES,1,94.0,150000.0,8742,0.15
RASK,1,93.6,150000.0,5863,0.15
RAYKA STUDIO,2,89.0,300000.0,7587,0.3
"RCG, MyST",1,54.7,150000.0,6740,0.15
"RED DUCK, INC.",1,54.8,350000.0,3227,0.35
RED SOUL GAMES,1,79.7,150000.0,6811,0.15
REMIMORY,1,73.2,350000.0,3011,0.35
REX PEX GAMES,2,64.0,425000.0,3680,0.42
REXECHO,1,74.9,150000.0,5964,0.15
RIVERSIDE SPORTS,1,84.6,350000.0,2776,0.35
RLR Training Inc,2,82.8,700000.0,2924,0.7
RMAL,1,68.1,150000.0,5762,0.15
ROCKFISH Games,2,82.8,2250000.0,1245,2.25
RPG Video,5,48.3,2900000.0,1017,2.9
RPN Indie Developer,1,94.2,75000.0,9966,0.08
RUST LTD.,1,97.1,1500000.0,1100,1.5
"RVL Games, exosyphen studios",1,65.7,350000.0,3602,0.35
RWS C Team,1,85.1,75000.0,9829,0.08
RYM GAMES,1,68.6,150000.0,8633,0.15
Rabbit & Bear Studios,1,77.0,150000.0,5948,0.15
Rabbiton,1,96.4,350000.0,4044,0.35
Rabotiagi games,1,89.9,150000.0,8650,0.15
Raccoons Studio,1,82.5,150000.0,7651,0.15
Racing Bros,6,62.6,1700000.0,2839,1.7
Rad Codex,1,94.9,150000.0,7929,0.15
Radatomic Studios,1,93.9,150000.0,5866,0.15
"Radial Games Corp, Dejobaan Games, LLC",1,78.3,150000.0,6159,0.15
"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",1,74.4,150000.0,5826,0.15
Radian Simulations LLC,1,91.9,350000.0,3286,0.35
Radiant Entertainment,1,75.6,750000.0,2355,0.75
Radiation Blue,1,68.6,350000.0,5430,0.35
Radical Entertainment,2,78.0,3000000.0,1149,3.0
Radical Fish Games,1,93.1,750000.0,1866,0.75
Radon Labs,1,80.5,150000.0,8067,0.15
Rafael Burgos,1,89.6,150000.0,6470,0.15
Rafael Farias,1,42.9,150000.0,6266,0.15
Rage Software,3,70.5,650000.0,4416,0.65
RageSquid,2,91.3,900000.0,1951,0.9
Ragequit Corporation,2,76.8,500000.0,4938,0.5
Ragged Games,1,88.1,350000.0,5612,0.35
Rail Slave Games,4,36.4,1200000.0,3158,1.2
Rain Games,1,84.4,750000.0,2174,0.75
RainDance LX,1,75.9,150000.0,6568,0.15
Rainbow Games,2,76.6,300000.0,8836,0.3
Rainbow Studios,2,78.6,425000.0,5715,0.42
"Rainbow Studios, THQ Nordic",1,87.9,350000.0,4514,0.35
Rake in Grass,3,90.1,775000.0,2702,0.78
Ramen VR,1,67.5,750000.0,2228,0.75
Rampage Games,1,54.7,150000.0,8781,0.15
Random Seed Games,1,87.6,150000.0,7363,0.15
RandomSpin,1,78.6,350000.0,4256,0.35
Randumb Studios,2,98.0,1100000.0,1733,1.1
"Rangatang, Glowfish Interactive",1,62.8,150000.0,7817,0.15
Raptor Byte,1,84.7,3500000.0,371,3.5
Raptor Claw Games,2,69.6,225000.0,8352,0.22
Rare Ltd,1,89.3,7500000.0,125,7.5
Raspina Studio,1,49.0,350000.0,5687,0.35
Rat Monthly,1,98.1,350000.0,4443,0.35
Ratloop Asia,1,79.5,750000.0,2596,0.75
Ratloop Games Canada,1,84.5,150000.0,5857,0.15
Rava Games,1,93.3,150000.0,6897,0.15
Raven Software,7,87.9,2575000.0,1683,2.58
"Raven Software, Beenox",1,52.4,750000.0,1787,0.75
"RavenSoft, id Software",1,87.6,350000.0,2913,0.35
Ravenhood Games,1,75.8,750000.0,1492,0.75
Raxasoft Games,1,57.8,150000.0,9184,0.15
Rayll,2,89.9,300000.0,7886,0.3
Rayll Studios,2,89.4,500000.0,4773,0.5
Raymond Doerr,1,88.0,350000.0,2708,0.35
Razzart Visual,1,91.6,75000.0,9412,0.08
Re-Logic,1,97.5,35000000.0,17,35.0
Reactive Drop Team,1,94.9,350000.0,4278,0.35
Reactor Studios,1,69.8,150000.0,5824,0.15
Reactor Zero,1,56.2,350000.0,4241,0.35
Reakktor Studios,1,77.2,750000.0,1655,0.75
Real Dynamics,1,71.7,350000.0,3174,0.35
Real Invented Studio,1,80.8,150000.0,8764,0.15
Reality Pump,5,56.5,1550000.0,3327,1.55
Reality Pump Studios,7,64.3,4000000.0,1121,4.0
RealityBeholder,1,92.9,75000.0,9747,0.08
Realm Archive,1,91.0,750000.0,2126,0.75
Realmforge Studios,6,67.2,4200000.0,1022,4.2
"Rebel Act Studios, Fire Falcom, General Arcade",1,90.9,150000.0,8183,0.15
Rebelephant,1,77.7,150000.0,9040,0.15
Rebelia Games,2,65.9,300000.0,6579,0.3
Rebellion,15,83.1,21350000.0,453,21.35
Reborn Games,1,34.0,350000.0,4701,0.35
Rebuilt Games,1,88.8,3500000.0,352,3.5
Rec Room,1,89.5,3500000.0,423,3.5
Recoil Games,1,91.8,350000.0,4187,0.35
Reconnect Software,1,49.9,150000.0,9075,0.15
Recreate Games,1,78.4,3500000.0,269,3.5
Red Axe Games,2,83.0,500000.0,2847,0.5
Red Barrels,3,93.7,8500000.0,385,8.5
Red Beard Games,1,66.9,750000.0,2252,0.75
Red Beat,1,64.5,75000.0,9816,0.08
Red Cabin Games,1,88.6,150000.0,7577,0.15
Red Dot Games,4,90.7,6500000.0,582,6.5
"Red Duck, Inc.",1,50.1,150000.0,6457,0.15
Red Dwarf Games,1,90.0,350000.0,5097,0.35
Red Fox,1,75.4,75000.0,9425,0.08
Red Herring Labs,1,93.4,75000.0,9453,0.08
Red Hook Studios,2,83.8,5000000.0,233,5.0
Red Limb Studio,1,79.1,75000.0,9793,0.08
Red Nexus Games Inc.,1,83.6,750000.0,2499,0.75
Red Redemption,2,78.5,225000.0,7982,0.22
"Red Six Development, Male Union",1,92.3,75000.0,9953,0.08
Red Storm Entertainment,2,76.6,500000.0,4878,0.5
"Red Storm Entertainment, Ubisoft Montreal",1,91.7,350000.0,3395,0.35
Red Team Games,1,73.0,150000.0,5823,0.15
Red Thread Games,2,78.4,900000.0,1613,0.9
Red Unit Studios,1,69.6,150000.0,6916,0.15
RedBedlam,1,75.5,350000.0,5418,0.35
RedBoon,1,85.1,150000.0,5995,0.15
RedCandleGames,2,88.5,2250000.0,1107,2.25
RedLynx,1,63.7,750000.0,2432,0.75
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",1,67.4,350000.0,4475,0.35
RedRuins Softworks,1,82.4,1500000.0,1426,1.5
Redaster Studio,2,77.1,1850000.0,781,1.85
Redbeak Games,1,86.6,150000.0,6840,0.15
Redbeet Interactive,1,93.3,15000000.0,60,15.0
Redblack Spade,1,84.7,150000.0,8460,0.15
Redeev,1,69.1,150000.0,6590,0.15
"Redemption Road, Pixel Dash Studios",1,82.3,1500000.0,1176,1.5
Redhill Games,1,46.7,750000.0,2111,0.75
"Redlynx Ltd, Ubisoft  Shanghaï",1,75.8,350000.0,4411,0.35
Redro Games,1,73.1,750000.0,2281,0.75
Redstone Interactive,1,63.7,350000.0,3839,0.35
Reentry Games,1,78.9,150000.0,7518,0.15
Refic Games,1,97.2,150000.0,6953,0.15
Refinery Games,1,87.8,75000.0,9986,0.08
Reflect Studios,3,86.2,450000.0,6496,0.45
"Reflections, a Ubisoft Studio",3,86.6,575000.0,3078,0.57
Refract,1,92.5,350000.0,4257,0.35
Refugium Games,1,41.3,150000.0,6215,0.15
Regal Pigeon,1,93.7,150000.0,9253,0.15
Regimental Chess Dev.,1,54.3,150000.0,8553,0.15
Reikon Games,1,89.6,750000.0,1926,0.75
Reissad Studio,1,74.8,750000.0,1604,0.75
Reiza Studios,3,82.9,1450000.0,1562,1.45
Rejected Games,2,81.9,1100000.0,2490,1.1
Rekka Games,1,77.0,150000.0,9260,0.15
Relentless Studios,1,43.0,3500000.0,643,3.5
Relic Entertainment,10,89.6,17500000.0,365,17.5
"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",5,71.0,10250000.0,161,10.25
"Relic Entertainment, Feral Interactive (Mac/Linux)",3,89.9,6500000.0,591,6.5
"Relic Entertainment, THQ Nordic",1,95.6,150000.0,7257,0.15
RelluRealGames,1,69.8,150000.0,6656,0.15
Reloaded Studios,1,58.7,150000.0,5775,0.15
Remedy,1,91.1,150000.0,5856,0.15
Remedy Entertainment,6,86.6,10250000.0,488,10.25
"Remedy Entertainment, Mountain Sheep, Cornfox & Brothers",1,71.1,150000.0,8215,0.15
Remoob,1,80.1,150000.0,6929,0.15
Render Cube,1,90.8,1500000.0,947,1.5
Renderise,3,70.5,1250000.0,1504,1.25
René Rother,1,93.6,150000.0,6262,0.15
Reperio Studios,1,73.3,1500000.0,889,1.5
Replay Studios,1,62.0,350000.0,4228,0.35
Reply Game Studios,2,74.5,300000.0,7536,0.3
Respawn,2,67.9,151500000.0,1,151.5
Respawn Entertainment,4,71.5,11300000.0,198,11.3
Restory Studio,1,76.5,350000.0,5207,0.35
Retora Games,1,77.4,150000.0,7236,0.15
Retrific,1,88.5,350000.0,3027,0.35
Retro Affect,1,73.1,75000.0,9570,0.08
Retro Army Limited,1,90.7,75000.0,9991,0.08
Retro Forge,1,68.1,350000.0,3859,0.35
Retro Yeti Games,1,85.2,350000.0,4522,0.35
Reverie World Studios,2,65.0,900000.0,2167,0.9
Reverse Impact,1,68.1,350000.0,5518,0.35
"Revival Productions, LLC",1,94.2,75000.0,9613,0.08
Revolution Software Ltd,7,86.2,2050000.0,2798,2.05
Revolutionary Games Studio,1,92.5,150000.0,6636,0.15
RewindApp,3,88.4,850000.0,3430,0.85
Rhinotales,1,77.8,350000.0,5018,0.35
Rhombico Games,2,77.2,225000.0,7948,0.22
Righteous Hammer Games,1,76.8,150000.0,7867,0.15
"Riposte Games &amp; Co, Inc",1,61.6,150000.0,6749,0.15
Ripple Studio,1,66.6,350000.0,3460,0.35
Ripstone,1,74.8,150000.0,5994,0.15
Rising Star Games,1,66.3,350000.0,3972,0.35
RisingPunch Studio,1,61.9,150000.0,8470,0.15
Ritual Entertainment,2,88.6,500000.0,5252,0.5
"Ritual Entertainment, Nightdive Studios",1,79.0,150000.0,6313,0.15
Rival Games Ltd,1,72.4,150000.0,5910,0.15
Rivernotch Game Studio,1,97.0,350000.0,4760,0.35
Road Studio S.A.,1,63.3,150000.0,7961,0.15
Roastery Games,1,53.7,350000.0,5215,0.35
